Date	Type_exp		Chamber_bucket	pH	OA_Treatment	Salinity	t(oC)_spec	P _(dbars)	Total_P_(mmol/kgSW)	Total_Si_(mmol/kgSW)	t(oC)_of bucket	P_(dbars)	TA_(mmol/kgSW)	TCO2_(mmol/kgSW)	pH_Chosen_scale_(4_decimals)	pH_out_MeasTemp	pCO2_out_(matm)_MeasTemp	Wca_out_MeasTemp	War_out_MeasTemp	pH_out	pCO2_out_(matm)	Wca_out	War_out
8/3/2021	Larvae		5		Ambient	27.2	20.03	1	0	0	23	1	1934.54	1755.05	7.928	7.886	532.8	2.68	1.72	7.855	576.5	2.72	1.75
8/3/2021	Larvae		6		Mid	27.1	19.93	1	0	0	22.8	1	1932.71	1829.25	7.7585	7.719	826.4	1.92	1.23	7.687	898.1	1.95	1.26
8/3/2021	Larvae		7		Mid	27.1	19.85	1	0	0	22.9	1	1930.13	1831.5	7.7475	7.707	854.4	1.87	1.2	7.675	924.7	1.9	1.22
8/3/2021	Larvae		8		Mid	27.1	19.93	1	0	0	22.9	1	1930.33	1830.77	7.7484	7.708	850	1.88	1.2	7.677	920	1.91	1.23
8/3/2021	Larvae		9		Mid	27.1	19.99	1	0	0	22.9	1	1926.32	1829.24	7.7573	7.719	830.2	1.92	1.23	7.687	898.8	1.95	1.25
8/3/2021	Larvae		10		Mid	27.2	20	1	0	0	23	1	1930.22	1835.17	7.759	7.718	831.8	1.94	1.24	7.689	897.2	1.97	1.27
8/3/2021	Larvae		11		High	27.2	19.99	1	0	0	23	1	1933.58	1915.39	7.4676	7.432	1690.5	1.05	0.67	7.406	1808.3	1.08	0.69
8/3/2021	Larvae		12		High	27.2	19.91	1	0	0	23	1	1937.61	1921.8	7.4576	7.422	1738.5	1.03	0.66	7.395	1859	1.05	0.68
8/3/2021	Larvae		13		High	27.2	19.92	1	0	0	23	1	1939.88	1925.32	7.4338	7.392	1836.4	0.98	0.63	7.372	1962.1	1	0.65
8/3/2021	Larvae		14		High	27.2	19.93	1	0	0	23	1	1941.82	1926.12	7.4155	7.383	1913.2	0.94	0.6	7.355	2043	0.96	0.62
8/3/2021	Larvae		15		High	27.4	19.89	1	0	0	23	1	1934.68	1927.22	7.4333	7.392	1839.3	0.98	0.63	7.371	1965.2	1	0.65
8/5/2021	Larvae		1		Ambient	27.1	20.27	1	0	0	22.6	1	1925.26	1735.16	7.9966	7.965	435.9	3.09	1.98	7.926	479.7	3.13	2.02
8/5/2021	Larvae		2		Ambient	27.2	20.15	1	0	0	22.6	1	1925.21	1740.04	7.9882	7.953	447.7	3.04	1.94	7.916	492.6	3.08	1.98
8/5/2021	Larvae		3		Ambient	27.1	20.06	1	0	0	22.7	1	1929.81	1739.18	7.9875	7.951	451.9	3.02	1.93	7.914	495.2	3.06	1.97
8/5/2021	Larvae		4		Ambient	27.1	19.96	1	0	0	22.7	1	1924.2	1738.74	7.9965	7.959	443.7	3.07	1.96	7.921	486.2	3.1	2
8/5/2021	Larvae		5		Ambient	27.1	19.88	1	0	0	22.7	1	1925.53	1738.82	7.9511	7.908	496.6	2.77	1.77	7.875	543.8	2.81	1.81
8/5/2021	Larvae		6		Mid	27.1	19.73	1	0	0	22.6	1	1919.16	1817.16	7.7585	7.719	820.1	1.89	1.21	7.684	898	1.92	1.24
8/5/2021	Larvae		7		Mid	27.1	19.75	1	0	0	22.7	1	1930.1	1824.64	7.7612	7.718	820.9	1.91	1.22	7.687	895.5	1.95	1.25
8/5/2021	Larvae		8		Mid	27.2	19.78	1	0	0	22.6	1	1924.81	1822.65	7.7556	7.72	826.2	1.89	1.21	7.682	904.6	1.93	1.24
8/5/2021	Larvae		9		Mid	27.2	19.78	1	0	0	22.6	1	1924.09	1819.14	7.7693	7.73	798.6	1.95	1.25	7.696	874.7	1.98	1.28
8/5/2021	Larvae		10		Mid	27.2	19.75	1	0	0	22.6	1	1924.01	1819.57	7.7626	7.72	812.2	1.92	1.23	7.689	889.5	1.95	1.26
8/5/2021	Larvae		11		High	27.2	19.75	1	0	0	22.7	1	1948.81	1922.97	7.4343	7.394	1822.3	0.97	0.62	7.371	1966.7	1	0.64
8/5/2021	Larvae		12		High	27.2	19.64	1	0	0	22.8	1	1934.15	1924.77	7.4117	7.372	1930.6	0.92	0.59	7.348	2074.8	0.95	0.61
8/5/2021	Larvae		13		High	27.2	19.59	1	0	0	22.8	1	1935.19	1926.66	7.4145	7.371	1923.1	0.93	0.59	7.35	2066.9	0.95	0.61
8/5/2021	Larvae		14		High	27.2	19.74	1	0	0	22.9	1	1930.35	1927.62	7.4051	7.372	1963.2	0.91	0.58	7.342	2102.5	0.94	0.6
8/5/2021	Larvae		15		High	27.2	19.69	1	0	0	22.8	1	1929.82	1923.46	7.4096	7.372	1935.6	0.92	0.59	7.346	2080.1	0.94	0.61
8/9/2021	Larvae		1		Ambient	27	20.42	1	0	0	22.9	1	1903.76	1715.71	7.9819	7.943	450	2.97	1.9	7.914	489.2	3.01	1.94
8/9/2021	Larvae		2		Ambient	27.1	20.34	1	0	0	22.8	1	1868.66	1704.59	7.962	7.923	468.2	2.83	1.81	7.893	510.9	2.86	1.84
8/9/2021	Larvae		3		Ambient	27.1	20.17	1	0	0	22.9	1	1896.05	1724.21	7.9734	7.929	465.4	2.92	1.87	7.902	505.9	2.95	1.9
8/9/2021	Larvae		4		Ambient	27.1	20.09	1	0	0	22.8	1	1873.93	1707.22	7.9593	7.92	476.3	2.79	1.79	7.887	519.6	2.83	1.82
8/9/2021	Larvae		5		Ambient	27.1	20.02	1	0	0	22.8	1	1878.53	1711.84	7.924	7.879	521.2	2.59	1.66	7.851	568.3	2.62	1.69
8/9/2021	Larvae		6		Mid	27	20.3	1	0	0	22.8	1	1904.94	1806.21	7.7516	7.715	819.7	1.88	1.21	7.686	890.8	1.91	1.23
8/9/2021	Larvae		7		Mid	27	20.05	1	0	0	22.9	1	1907.04	1811.9	7.7487	7.71	838	1.86	1.19	7.679	907	1.89	1.22
8/9/2021	Larvae		8		Mid	27.1	20.07	1	0	0	22.8	1	1889.23	1792.3	7.7623	7.721	798.8	1.9	1.22	7.693	868.2	1.93	1.25
8/9/2021	Larvae		9		Mid	27	20.06	1	0	0	22.7	1	1900.18	1800.16	7.7739	7.732	778.7	1.96	1.25	7.704	849.8	1.99	1.28
8/9/2021	Larvae		10		Mid	27.2	20.02	1	0	0	22.6	1	1910.36	1814.5	7.7781	7.743	774.1	1.99	1.28	7.708	848.1	2.03	1.31
8/9/2021	Larvae		11		High	27.1	20.06	1	0	0	22.7	1	1938.04	1913.25	7.4645	7.427	1681	1.04	0.67	7.404	1816.4	1.07	0.69
8/9/2021	Larvae		12		High	27.1	20.13	1	0	0	22.8	1	1914.02	1907.86	7.4433	7.407	1760.5	0.99	0.64	7.384	1894.5	1.02	0.66
8/9/2021	Larvae		13		High	27.1	20.06	1	0	0	22.7	1	1911.27	1905.1	7.4342	7.398	1791.6	0.97	0.62	7.374	1933.8	0.99	0.64
8/9/2021	Larvae		14		High	27.1	20.11	1	0	0	22.7	1	1952.42	1909.25	7.409	7.379	1897	0.92	0.59	7.351	2045.7	0.94	0.61
8/9/2021	Larvae		15		High	27.1	19.98	1	0	0	22.9	1	1917.21	1904.5	7.4454	7.414	1762.4	0.99	0.64	7.384	1890.2	1.02	0.66
8/19/2021	Juveniles		1	7	High	26.7	20.3	1	0	0	23.7	1	1878.01	1850.51	7.5071	7.467	1522.9	1.12	0.72	7.448	1592.2	1.14	0.73
8/19/2021	Juveniles		2	7	High	26.8	20.72	1	0	0	23.7	1	1876.89	1858.84	7.4946	7.453	1553.3	1.11	0.71	7.441	1623.8	1.13	0.72
8/19/2021	Juveniles		3	8	Ambient	26.8	20.63	1	0	0	23.6	1	1870.72	1759.71	7.8446	7.797	655.5	2.28	1.46	7.782	692	2.3	1.48
8/19/2021	Juveniles		4	8	Ambient	26.8	20.57	1	0	0	23.6	1	1877	1754.5	7.8523	7.806	643.1	2.31	1.48	7.788	678.9	2.33	1.5
8/19/2021	Juveniles		5	8	Ambient	26.8	20.63	1	0	0	23.6	1	1876.44	1753.39	7.8686	7.827	617	2.39	1.53	7.805	651.5	2.42	1.55
8/19/2021	Juveniles		6	8	Ambient	26.8	20.53	1	0	0	23.6	1	1872.74	1754.63	7.8545	7.815	640.7	2.32	1.48	7.79	676.4	2.34	1.5
8/19/2021	Juveniles		7	7.5	Mid	26.8	20.45	1	0	0	23.6	1	1877.83	1808.64	7.6783	7.637	999.4	1.61	1.03	7.616	1052.2	1.63	1.05
8/19/2021	Juveniles		8	7.5	Mid	26.8	20.49	1	0	0	23.6	1	1873.75	1806.29	7.6826	7.637	987	1.63	1.04	7.621	1039.3	1.65	1.06
8/19/2021	Juveniles		9	7.5	Mid	26.8	20.35	1	0	0	23.6	1	1881.74	1813.2	7.6753	7.635	1012.1	1.6	1.03	7.612	1065.5	1.62	1.04
8/19/2021	Juveniles		10	7.5	Mid	26.8	20.26	1	0	0	23.6	1	1861.3	1808.47	7.6762	7.634	1010.3	1.6	1.02	7.611	1063.6	1.62	1.04
9/1/2021	Juveniles		1	8	Ambient	27.23	20.2	1	0	0	23.4	1	1912.68	1785	7.7783	7.734	779.8	1.99	1.27	7.71	828.7	2.01	1.29
9/1/2021	Juveniles		2	8	Ambient	27.19	20.04	1	0	0	23.4	1	1912.25	1798.33	7.7779	7.732	790.9	1.99	1.27	7.708	840.4	2.01	1.3
9/1/2021	Juveniles		3	8	Ambient	27.22	20.14	1	0	0	23.4	1	1902.54	1798.16	7.7685	7.724	805.5	1.95	1.25	7.7	855.8	1.98	1.27
9/1/2021	Juveniles		4	8	Ambient	27.28	20.15	1	0	0	23.4	1	1907.85	1801.69	7.7609	7.714	820.9	1.93	1.24	7.693	872	1.95	1.26
9/1/2021	Juveniles		5	7.5	Mid	27.24	20.05	1	0	0	23.4	1	1901.15	1856.89	7.5553	7.506	1361.2	1.25	0.8	7.491	1439.6	1.27	0.82
9/1/2021	Juveniles		6	7.5	Mid	27.19	19.77	1	0	0	23.2	1	1898.39	1855.13	7.5621	7.515	1341.4	1.26	0.81	7.494	1428.8	1.28	0.82
9/1/2021	Juveniles		7	7.5	Mid	27.28	19.67	1	0	0	23.3	1	1909.68	1854.87	7.5636	7.513	1344.5	1.26	0.81	7.494	1427.2	1.28	0.83
9/1/2021	Juveniles		8	7.5	Mid	27.14	19.5	1	0	0	23.3	1	1899.15	1854.32	7.5804	7.53	1302	1.3	0.83	7.508	1382.5	1.32	0.85
9/1/2021	Juveniles		9	7	High	27.18	19.31	1	0	0	23.3	1	1889.42	1888.98	7.4481	7.401	1793.2	0.98	0.63	7.379	1897.3	1	0.64
9/1/2021	Juveniles		10	7	High	27.24	19.3	1	0	0	23.5	1	1897.49	1889.67	7.4448	7.389	1818.9	0.97	0.62	7.375	1911.5	0.99	0.64
9/7/2021	Juveniles		1	8	Ambient	26	20.32	1	0	0	22.7	1	1835.78	1677.38	7.7818	7.748	711.9	1.83	1.17	7.716	777.1	1.87	1.2
9/7/2021	Juveniles		2	8	Ambient	26.02	20.17	1	0	0	22.6	1	1845.82	1686.26	7.7963	7.762	692.5	1.89	1.21	7.728	759	1.93	1.24
9/7/2021	Juveniles		3	8	Ambient	25.94	20.2	1	0	0	22.7	1	1831.07	1678.71	7.7861	7.75	708.6	1.84	1.17	7.718	773.5	1.88	1.2
9/7/2021	Juveniles		4	8	Ambient	25.95	19.86	1	0	0	22.7	1	1784.93	1679.43	7.7937	7.753	704.3	1.86	1.18	7.721	768.9	1.89	1.21
9/7/2021	Juveniles		5	7.5	Mid	25.87	19.98	1	0	0	22.6	1	1829.61	1720.82	7.6163	7.581	1080.5	1.28	0.82	7.55	1177.8	1.31	0.84
9/7/2021	Juveniles		6	7.5	Mid	26.04	19.59	1	0	0	22.7	1	1834.77	1720.26	7.6293	7.588	1063.7	1.31	0.84	7.557	1155.6	1.34	0.86
9/7/2021	Juveniles		7	7.5	Mid	25.43	19.87	1	0	0	22.7	1	1835.96	1720.01	7.6256	7.588	1068.6	1.3	0.82	7.557	1160.8	1.32	0.85
9/7/2021	Juveniles		8	7.5	Mid	25.87	19.78	1	0	0	22.7	1	1833.52	1716.79	7.634	7.595	1045.4	1.33	0.84	7.564	1136	1.35	0.87
9/7/2021	Juveniles		9	7	High	25.95	19.68	1	0	0	22.7	1	1828.25	1755.05	7.4765	7.439	1530.2	0.95	0.6	7.411	1653.6	0.97	0.62
9/7/2021	Juveniles		10	7	High	26.06	19.81	1	0	0	22.7	1	1830.76	1752.93	7.4925	7.456	1467.8	0.99	0.63	7.428	1587.2	1.01	0.65
9/9/2021	Juveniles		1	7.5	Mid	25.94	20.44	1	0	0	23.2	1	1845.19	1803.4	7.6609	7.623	1029.4	1.52	0.97	7.599	1099.5	1.54	0.99
9/9/2021	Juveniles		2	7.5	Mid	25.93	20.2	1	0	0	23.2	1	1842.44	1801.49	7.6506	7.61	1061	1.47	0.94	7.586	1132.8	1.49	0.96
9/9/2021	Juveniles		3	7.5	Mid	25.8	19.88	1	0	0	23.2	1	1844.34	1802.75	7.6626	7.617	1044.5	1.49	0.95	7.593	1115.4	1.52	0.97
9/9/2021	Juveniles		4	7.5	Mid	25.92	20.09	1	0	0	23.3	1	1841.8	1799.28	7.6543	7.611	1058.4	1.48	0.94	7.588	1125.9	1.5	0.96
9/9/2021	Juveniles		5	7	High	26.26	20.06	1	0	0	22.7	1	1921.9	1951.21	7.3971	7.366	2005.6	0.9	0.57	7.339	2161.3	0.92	0.59
9/9/2021	Juveniles		6	7	High	25.9	20.2	1	0	0	23.1	1	1849.42	1882.23	7.3771	7.343	2047.2	0.83	0.53	7.321	2176	0.85	0.54
9/9/2021	Juveniles		9	8	Ambient	25.77	20.03	1	0	0	22.9	1	1861.95	1751.64	7.8856	7.844	593.6	2.38	1.51	7.813	644.3	2.41	1.54
9/9/2021	Juveniles		10	8	Ambient	25.86	20.01	1	0	0	23.2	1	1835.64	1752.49	7.8309	7.785	683.7	2.12	1.35	7.759	732.7	2.14	1.37
9/9/2021	Juveniles		11	8	Ambient	25.93	20.07	1	0	0	23.2	1	1841.72	1751.61	7.8314	7.786	680.7	2.12	1.35	7.761	729.6	2.15	1.38
9/9/2021	Juveniles		12	8	Ambient	25.92	19.92	1	0	0	23.3	1	1827.97	1758.33	7.8177	7.769	712.1	2.06	1.31	7.745	760.1	2.09	1.34
9/14/2021	Juveniles		1	7	High	26.81	20.31	1	0	0	22.1	1	1854.57	1875.48	7.4854	7.462	1532.1	1.06	0.68	7.427	1691.6	1.1	0.71
9/14/2021	Juveniles		2	7	High	26.76	20.33	1	0	0	22.1	1	1868.22	1873.32	7.4786	7.456	1553.8	1.05	0.67	7.421	1715	1.08	0.7
9/14/2021	Juveniles		12	7.5	Mid	26.73	19.8	1	0	0	22.3	1	1884.32	1824.75	7.6727	7.638	994.3	1.56	0.99	7.602	1098.1	1.59	1.03
9/14/2021	Juveniles		11	7.5	Mid	26.42	20.24	1	0	0	22.3	1	1872.43	1820.62	7.6682	7.64	990.9	1.55	0.99	7.603	1094.4	1.59	1.02
9/14/2021	Juveniles		9	7.5	Mid	26.73	19.92	1	0	0	22.3	1	1880.98	1822.54	7.6833	7.65	965.4	1.6	1.02	7.614	1066.6	1.64	1.05
9/14/2021	Juveniles		10	7.5	Mid	26.53	19.92	1	0	0	22.3	1	1885.38	1825.37	7.6714	7.638	995.4	1.55	0.99	7.602	1099.3	1.59	1.02
9/14/2021	Juveniles		6	8	Ambient	26.77	19.93	1	0	0	22.2	1	1883.98	1776.96	7.8377	7.804	652.9	2.2	1.4	7.765	727.6	2.24	1.44
9/14/2021	Juveniles		8	8	Ambient	26.75	19.96	1	0	0	22.2	1	1879.16	1790.39	7.7975	7.765	722.7	2.03	1.29	7.726	804.5	2.07	1.33
9/14/2021	Juveniles		7	8	Ambient	26.72	19.74	1	0	0	22.2	1	1880.03	1779.05	7.8294	7.793	671.3	2.14	1.37	7.754	747.8	2.19	1.41
9/14/2021	Juveniles		5	8	Ambient	26.74	20.12	1	0	0	22.2	1	1880.98	1777.45	7.824	7.794	670.3	2.14	1.37	7.754	746.8	2.18	1.4
9/14/2021	Juveniles	RESPO	7.5	7.5	Mid	26.9	20.07	1	0	0	21.4	1	1879.27	1786.01	7.793	7.774	702.8	2	1.28	7.723	807	2.05	1.32
9/14/2021	Juveniles	RESPO	8	8	Ambient	26.76	19.9	1	0	0	21.3	1	1849.55	1661.22	8.048	8.027	355.1	3.22	2.05	7.971	412.2	3.28	2.11
9/21/2021	Juveniles		7A	7	High	26.59	20.25	1	0	0	21.9	1	1855.68	1843	7.4704	7.449	1552.1	1	0.64	7.412	1724.1	1.04	0.67
9/21/2021	Juveniles		7.5A	7.5	Mid	26.61	20.21	1	0	0	22	1	1847.44	1787.64	7.6903	7.6652	913.5	1.6	1.02	7.6246	1021.1	1.64	1.05
9/21/2021	Juveniles		7.5B	7.5	Mid	26.61	20.07	1	0	0	22	1	1852.99	1787.24	7.6993	7.6722	898.5	1.63	1.04	7.6314	1004.6	1.67	1.07
9/21/2021	Juveniles		7.5C	7.5	Mid	26.62	19.98	1	0	0	22	1	1848.76	1788.14	7.7007	7.6719	898.5	1.63	1.04	7.6316	1004.7	1.67	1.07
9/21/2021	Juveniles		7.5D	7.5	Mid	26.65	20	1	0	0	22	1	1852.95	1791.45	7.7003	7.6722	900.2	1.63	1.04	7.6314	1006.6	1.67	1.07
9/21/2021	Juveniles		8A	8	Ambient	26.59	19.94	1	0	0	22	1	1846.04	1749.32	7.8406	7.8002	634.1	2.17	1.38	7.7677	712.2	2.21	1.42
9/21/2021	Juveniles		8B	8	Ambient	26.45	19.85	1	0	0	22	1	1839.18	1745.73	7.8253	7.7989	658.9	2.08	1.32	7.7515	739.8	2.12	1.36
9/21/2021	Juveniles		8C	8	Ambient	26.52	19.95	1	0	0	22.1	1	1845.55	1746.86	7.8272	7.8098	656.3	2.1	1.34	7.7547	734	2.14	1.38
9/21/2021	Juveniles		8D	8	Ambient	26.03	20.16	1	0	0	22	1	1843.11	1750.87	7.8329	7.7964	644.6	2.12	1.35	7.7634	723.9	2.17	1.39
9/24/2021	Juveniles		7.5A	7.5	Mid	26.24	20.25	1	0	0	22.7	1	1832.5	1728.33	7.7844	7.7491	729.3	1.91	1.22	7.7171	796.2	1.94	1.24
9/24/2021	Juveniles		8A	8	Ambient	26.34	20.05	1	0	0	22.7	1	1830.96	1725.51	7.8143	7.7759	682.8	2.02	1.29	7.7436	745.8	2.06	1.32
9/28/2021	Juveniles		7A	7	High	26.46	20.21	1	0	0	21.3	1	1829.48	1845.05	7.4213	7.4077	1704.7	0.89	0.56	7.3638	1927.6	0.93	0.6
9/28/2021	Juveniles		7.5A	7.5	Mid	26.41	19.87	1	0	0	21.4	1	1834.6	1770.96	7.7198	7.6986	836.5	1.66	1.06	7.6487	957.4	1.71	1.1
9/28/2021	Juveniles		7.5B	7.5	Mid	26.4	19.88	1	0	0	21.3	1	1827.83	1770.16	7.7224	7.7021	827.7	1.67	1.06	7.6514	951.1	1.72	1.1
